"Sample","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE","SlideName","ScanLabel","ROILabel.x","SegmentLabel","Origin.Instrument.ID","CD31.CD34.","PanCK.","INS.","Other","PanCK..1","CD31.Islet","CD31..CD34.","PsnCK.","QCFlags","AOISurfaceArea","AOINucleiCount","ROICoordinateX","ROICoordinateY","RawReads","AlignedReads","DeduplicatedReads","TrimmedReads","StitchedReads","SequencingSaturation","SequencingSetID","UMIQ30","RTSQ30","GeoMxNgsPipelineVersion","LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0","organ_region","organ","ROI_type","AOI_target","Case","ROIID","SegmentID","ScanWidth","ScanHeight","ScanOffsetX","ScanOffsetY","ROIComments","sample_id","Slide","PancreasSection","ROILabel.y","Segment.Label","AOI.Nuclei.INS.Count","ROICoordinateX..pixels.","ROICoordinateY..pixels.","ROICoordinateX..µm.","ROICoordinateY..µm.","Main.Pancreatic.Duct.X..µm.","Main.Pancreatic.Duct.Y..µm.","Distance_from_Main_Duct"
"P1-21 WTA 12-15-21 | 012 | CD31-Islet",0.187,0,0,0,0,0.217,0.068,0,0.002,0,0.123,0,0.078,0.067,0.113,0,0,0,0,0.145,0,0,0.93,-0.017,1.09985449283504,"P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","005","Other","2204G0420","False","False","False","True","False","False","False","False",NA,178068.54307,1397,26086.013671875,15267.96875,28085070,26420538,5367607,27422538,27422538,79.6839602584928,"LH00339:67:2232MVLT1",99.6,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Neck","Pancreas","islet_present","acinar_and_other","P4","38e38442-3221-4ec1-ad84-af2293d332c9","7dcb9fbd-f4cc-4c83-812c-5724eb92836e",31777.728515625,61173.08203125,495,2181,NA,"sample01","P4-6A","P4-6A","005","INS+",104,26086.01,15267.97,10403.1,6079.71,4022.1,14545.1,10600.9
"P1-21 WTA 12-15-21 | 013 | PanCK-",0,0.032,0.018,0.366,0,0,0,0.048,0.086,0,0,0.08,0.021,0,0,0.138,0.034,0.028,0,0.148,0,0,0.58,0.044,1.09702203536954,"P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","006","Other","2204G0420","False","False","False","True","False","False","False","False",NA,206266.593116,1760,5333.11865234375,41769.16015625,37441509,35166008,6998165,36514411,36514411,80.0996320082734,"LH00339:67:2232MVLT1",99.64,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Neck","Pancreas","islet_present","acinar_and_other","P4","9dd3d820-9c38-4bf9-a173-515ff78a0b24","8aea0e15-98af-40ed-a400-af9f2bf0177a",31777.728515625,61173.08203125,495,2181,NA,"sample01","P4-6A","P4-6A","006","INS+",96,5333.12,41769.16,2126.85,16632.48,4022.1,14545.1,2819.4
"P1-4A WTA 12-15-21 | 002 | PanCK-",0,0.052,0,0.099,0,0.032,0,0.258,0,0,0.032,0.028,0.059,0,0.085,0.175,0.076,0,0.036,0.065,0.003,0,0.2,0.104,1.04579992622983,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","010","Other","2204G0420","False","False","False","True","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",50928.632427,792,23102.462890625,26856.61328125,6069448,5489711,597033,5934602,5934602,89.1245094687134,"A00916:293:HHH3VDRX2",99.06,99.05,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_present","acinar_and_other","P2","3fcd6f36-0c91-4db6-b0f2-b09d087782ce","7135d7e1-adb6-476c-9452-555a07e3e242",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","010","INS+",35,23102.5,26856.6,9236.4,10713.1,7095.4,17378.4,7001
"P1-4A WTA 12-15-21 | 004 | PanCK-",0,0,0.025,0.274,0.084,0,0,0,0,0,0,0.136,0.1,0,0.082,0.065,0.079,0,0,0.139,0.016,0,0.51,0.049,1.08114303296176,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","011","Other","2204G0420","False","False","False","True","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",56461.0699,854,29301.994140625,37385.5546875,3452986,3113475,414903,3368316,3368316,86.6739575554646,"A00916:293:HHH3VDRX2",99,99.01,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_absent","acinar_and_other","P2","5e3e0b9d-0804-4ca7-b47f-a16d4176984d","65199136-5ca4-4be7-af41-ae786e733e84",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","011","INS-",NA,29302,37385.6,11714.9,14913.1,7095.4,17378.4,5236
"P1-4A WTA 12-15-21 | 008 | CD31-Islet",0,0,0,0.137,0,0,0.12,0,0,0,0.093,0,0.088,0,0.136,0,0.146,0,0,0.162,0.118,0,0.01,0.165,1.01980216600087,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","012","Other","2204G0420","False","False","False","True","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",56086.105633,886,36415.33203125,43689,4264088,3851038,512305,4165083,4165083,86.696963260295,"A00916:293:HHH3VDRX2",99.04,98.98,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_absent","acinar_and_other","P2","4482bcf9-876e-4d2f-9797-605f08208b0b","cb1fd442-d84b-4e3c-9513-42af0243577d",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","012","INS-",NA,36415.3,43689,14558.8,17427.5,7095.4,17378.4,7464
"P1-4A WTA 12-15-21 | 008 | PanCK-",0,0.103,0,0.136,0,0,0.106,0.075,0,0,0.037,0.04,0.225,0,0.02,0,0.059,0,0,0.195,0.005,0,0.4,0.061,1.05755265088545,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","013","Other","2204G0420","False","False","False","True","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",60479.774554,930,22130.625,52287.4296875,3346056,3015648,414869,3263334,3263334,86.2427909358121,"A00916:293:HHH3VDRX2",98.94,98.96,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_absent","acinar_and_other","P2","ce38a5ff-4ac5-4028-bfc6-6483c4e1869e","095a496d-3db1-44a3-9e19-da5b7e00ab4f",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","013","INS-",NA,22130.6,52287.4,8847.8,20857.5,7095.4,17378.4,3895
"P1-4A WTA 12-15-21 | 010 | PanCK-",0,0.029,0,0.314,0,0.027,0,0.049,0,0,0,0.082,0.093,0,0.071,0,0.13,0,0,0.16,0.044,0,0.3,0.078,1.0659457468523,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","015","Other","2204G0420","False","False","False","True","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",58210.371509,960,15412.48046875,30758.7109375,5563517,4999060,656936,5416951,5416951,86.8588094561778,"A00916:293:HHH3VDRX2",98.86,98.93,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_absent","acinar_and_other","P2","c5dcb41a-f46e-452e-a05b-7a511b3d60fc","7c1a1144-9d9f-40d5-a8ec-576d7b288b83",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","015","INS-",NA,15412.5,30758.7,6161.9,12269.6,7095.4,17378.4,5193
"P1-4A WTA 12-15-21 | 010 | PanCK+",0,0.064,0,0.3,0,0,0,0.094,0,0,0,0.147,0.013,0,0,0.043,0.069,0,0,0.257,0,0.014,0.28,0.081,1.08894424385518,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","014","Other","2204G0420","False","False","False","True","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",60289.022847,957,12852.5966796875,36393.6953125,6085111,5490004,660797,5941963,5941963,87.9636335419792,"A00916:293:HHH3VDRX2",98.95,99,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_absent","acinar_and_other","P2","0a88f30d-8fd9-4ca3-9a05-bddf7c932c82","bc6f6825-2f46-4922-8ef6-aff26d876930",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","014","INS-",NA,12852.6,36393.7,5138.5,14517.4,7095.4,17378.4,3466
"P1-9A WTA 12-15-21 | 001 | PanCK-",0.11,0,0,0.334,0,0,0,0,0,0,0.025,0.023,0.056,0,0.062,0,0.186,0,0,0.184,0.02,0,0.44,0.056,1.07095166947547,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","008","Other","2204G0420","False","False","False","True","False","False","False","False",NA,191200.097701,1652,30819.404296875,10849.2412109375,20845143,19603501,4226540,20341948,20341948,78.4398715311107,"LH00339:67:2232MVLT1",99.62,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_present","acinar_and_other","P4","17c22f39-d0d9-45b8-ada4-93f340639310","98f2cd31-d892-48f6-bf23-dc0d53f06840",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A","P4-3A","008","INS+",85,30819.4,10849.24,12290.78,4320.17,NA,NA,NA
"P1-9A WTA 12-15-21 | 007 | PanCK-",0.042,0,0,0.182,0.246,0,0,0.057,0,0,0,0.088,0.058,0.01,0.064,0,0.025,0.027,0,0.189,0.013,0,0.54,0.047,1.09386487259733,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","009","Other","2204G0420","False","False","False","True","False","False","False","False",NA,140742.844584,1196,18253.84765625,57124.30078125,24760578,23260635,5174412,24137580,24137580,77.7546399743601,"LH00339:67:2232MVLT1",99.61,99.58,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_absent","acinar_and_other","P4","22e562eb-9997-45eb-b243-db61f4f6c4e8","7a58827f-d40f-48fe-bdf0-0aa16268f608",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P1-9A WTA 12-15-21 | 010 | PanCK-",0.041,0,0.025,0,0,0.165,0.012,0.082,0,0.063,0,0.081,0.181,0.016,0.085,0,0.189,0,0,0.059,0,0,0.41,0.058,1.05761581771352,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","010","Other","2204G0420","False","False","False","True","False","False","False","False",NA,143746.171219,1303,13460.7607421875,54863.2890625,16594162,15557706,4472452,16170839,16170839,71.2524969940941,"LH00339:67:2232MVLT1",99.63,99.57,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_absent","acinar_and_other","P4","89dcbf0d-1b1a-4e7f-aff4-b168314e2d5a","e88b1125-6803-43c6-a55d-82bf380529de",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P1-9A WTA 12-15-21 | 011 | PanCK-",0,0.123,0.014,0.265,0,0,0,0.205,0,0,0,0.087,0.153,0,0.009,0,0.066,0,0.015,0.065,0,0,0.52,0.049,1.09044425913179,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","011","Other","2204G0420","False","False","False","True","False","False","False","False",NA,263658.508853,2801,10329.3857421875,34499.11328125,27122828,25534569,5727243,26481255,26481255,77.5706298391017,"LH00339:67:2232MVLT1",99.62,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_absent","acinar_and_other","P4","c7b9e6c9-2218-4e1f-b420-bf0d83e098c7","7a9e0891-53af-4c2d-a9e7-f2fdca2f55f8",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P1-9A WTA 12-15-21 | 012 | PanCK-",0,0,0,0.359,0,0,0,0.053,0,0,0.108,0.011,0.102,0.043,0.106,0,0.057,0,0,0.087,0.076,0,0.32,0.072,1.08396376519889,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","012","Other","2204G0420","False","False","False","True","False","False","False","False",NA,143557.044057,1370,35407.33984375,39223.99609375,31468058,29587449,6664715,30728555,30728555,77.4745196856951,"LH00339:67:2232MVLT1",99.63,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_absent","acinar_and_other","P4","4e29c816-cec6-4f9f-98fb-fdc1b187724a","c51d3889-9727-4100-9de7-e2078f66cadb",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P1-9A WTA 12-15-21 | 013 | PanCK-",0,0.075,0,0.309,0,0,0,0.08,0.041,0,0.062,0.025,0.131,0,0,0,0.082,0.065,0,0.119,0.011,0,0.58,0.042,1.08350474101053,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","013","Other","2204G0420","False","False","False","True","False","False","False","False",NA,131257.426625,1591,38385.8203125,13573.654296875,18081360,16980851,3864549,17631716,17631716,77.2417236332855,"LH00339:67:2232MVLT1",99.59,99.57,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_absent","acinar_and_other","P4","f14f0bad-d9b1-4067-b6aa-4921c978549e","959021ab-14a8-4c25-a9be-598b6894bb9c",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P1-9A WTA 12-15-21 | 014 | PanCK-",0,0.071,0,0.339,0,0,0.014,0.054,0,0,0.09,0.028,0.054,0,0.113,0,0.09,0,0,0.068,0.069,0.011,0.35,0.068,1.08305864578271,"P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","001","Other","2204G0420","False","False","False","True","False","False","False","False",NA,176914.248072,1352,13154.2333984375,26340.54296875,20385729,19163875,5868140,19913681,19913681,69.3791573990125,"LH00339:67:2232MVLT1",99.48,99.61,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Neck","Pancreas","islet_present","acinar_and_other","P4","095150d1-2d4f-41ae-a81b-4b6b5dfc988d","b9e57e64-9ddd-45b7-9f82-339258884b23",31777.728515625,61173.08203125,495,2181,NA,"sample01","P4-6A","P4-6A","001","INS+",120,13154.23,26340.54,5245.91,10488.8,4022.1,14545.1,4236.9
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 001 | INS+",0.028,0,0.035,0.433,0.062,0,0,0.019,0.01,0,0.104,0.005,0,0.078,0.052,0.01,0.017,0,0,0.111,0,0.035,0.61,0.036,1.12104799671864,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","003","Other","2204G0420","False","False","False","True","False","False","False","False",NA,191401.928619,1861,24384.302734375,28148.107421875,47901898,44843068,9649861,46701593,46701593,78.480818930587,"LH00339:67:2232MVLT1",99.63,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_present","acinar_and_other","P4","87e52251-78ad-47ae-bf25-9a4facf29336","90a39237-bd13-44d7-ad4b-56edd32107f3",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22","P4-22","003","INS+",210,24384.3,28148.11,9724.46,11208.58,11115.6,17700.3,6639.1
