"Sample","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE","SlideName","ScanLabel","ROILabel.x","SegmentLabel","Origin.Instrument.ID","CD31.CD34.","PanCK.","INS.","Other","PanCK..1","CD31.Islet","CD31..CD34.","PsnCK.","QCFlags","AOISurfaceArea","AOINucleiCount","ROICoordinateX","ROICoordinateY","RawReads","AlignedReads","DeduplicatedReads","TrimmedReads","StitchedReads","SequencingSaturation","SequencingSetID","UMIQ30","RTSQ30","GeoMxNgsPipelineVersion","LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0","organ_region","organ","ROI_type","AOI_target","Case","ROIID","SegmentID","ScanWidth","ScanHeight","ScanOffsetX","ScanOffsetY","ROIComments","sample_id","Slide","PancreasSection","ROILabel.y","Segment.Label","AOI.Nuclei.INS.Count","ROICoordinateX..pixels.","ROICoordinateY..pixels.","ROICoordinateX..µm.","ROICoordinateY..µm.","Main.Pancreatic.Duct.X..µm.","Main.Pancreatic.Duct.Y..µm.","Distance_from_Main_Duct"
"P1-21 WTA 12-15-21 | 010 | PanCK-",0,0.071,0,0.111,0,0.057,0,0.283,0,0,0,0.084,0,0,0,0.099,0,0.052,0,0.208,0,0.036,0.5,0.039,1.09316531223543,"P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","004","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",14470.848071,151,20407.23046875,15520.7353515625,2111266,1983259,512234,2058139,2058139,74.1721076268909,"LH00339:67:2232MVLT1",99.6,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Neck","Pancreas","islet_present","endothelial_cells","P4","d1bb7289-848e-4f20-827e-b7c6249da29b","481a1811-20a4-41af-b7ff-c17c22b4f4c6",31777.728515625,61173.08203125,495,2181,NA,"sample01","P4-6A","P4-6A","004","INS+",93,20407.23,15520.74,8138.4,6180.36,4022.1,14545.1,9322.7
"P1-21 WTA 12-15-21 | 013 | CD31-Islet",0,0.156,0,0.072,0,0.118,0.004,0.077,0,0,0.067,0,0.089,0,0,0.172,0.053,0,0.044,0,0.149,0,0.47,0.044,1.05969439980564,"P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","005","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",13449.148522,146,26086.013671875,15267.96875,2168750,2037228,441948,2114007,2114007,78.3064045850538,"LH00339:67:2232MVLT1",99.58,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Neck","Pancreas","islet_present","endothelial_cells","P4","38e38442-3221-4ec1-ad84-af2293d332c9","233c4a93-d200-4346-ac59-84262bb659ec",31777.728515625,61173.08203125,495,2181,NA,"sample01","P4-6A","P4-6A","005","INS+",104,26086.01,15267.97,10403.1,6079.71,4022.1,14545.1,10600.9
"P1-21 WTA 12-15-21 | 014 | PanCK+",0.084,0,0.011,0.02,0,0.052,0,0.152,0,0.057,0,0.149,0,0.001,0.096,0.041,0.148,0,0,0.077,0,0.115,0.46,0.045,1.07528484774832,"P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","P4-6A Ins/Syto83/PanCK/CD3134 5-16-24","006","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",8556.455827,103,5333.11865234375,41769.16015625,1941259,1826741,426257,1895947,1895947,76.66571232594,"LH00339:67:2232MVLT1",99.61,99.62,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Neck","Pancreas","islet_present","endothelial_cells","P4","9dd3d820-9c38-4bf9-a173-515ff78a0b24","e8e3cfe8-eb34-43bf-921c-26bb923aa349",31777.728515625,61173.08203125,495,2181,NA,"sample01","P4-6A","P4-6A","006","INS+",96,5333.12,41769.16,2126.85,16632.48,4022.1,14545.1,2819.4
"P1-4A WTA 12-15-21 | 003 | PanCK-",0,0.199,0,0.309,0,0,0,0.038,0.068,0,0,0.071,0.047,0,0.024,0.145,0,0.041,0.013,0.02,0,0.027,0.4,0.054,1.08386641686683,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","010","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",6120.322752,96,23102.462890625,26856.61328125,918367,817896,105203,883741,883741,87.13736220742,"A00916:293:HHH3VDRX2",98.85,98.92,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_present","endothelial_cells","P2","3fcd6f36-0c91-4db6-b0f2-b09d087782ce","7bb386c1-68c2-4724-b0a6-be42bcd42383",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","010","INS+",35,23102.5,26856.6,9236.4,10713.1,7095.4,17378.4,7001
"P1-4A WTA 12-15-21 | 005 | PanCK-",0.065,0,0,0.193,0,0,0,0.147,0.02,0.041,0,0.013,0.153,0.024,0.053,0.044,0.096,0,0,0.041,0.111,0,0.71,0.018,1.07718420659136,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","011","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",7827.997107,160,29301.994140625,37385.5546875,916882,826709,93578,894870,894870,88.6806603048957,"A00916:293:HHH3VDRX2",98.98,99.01,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_absent","endothelial_cells","P2","5e3e0b9d-0804-4ca7-b47f-a16d4176984d","e4f20ca2-2a12-49ca-a3c7-af90e0a08910",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","011","INS-",NA,29302,37385.6,11714.9,14913.1,7095.4,17378.4,5236
"P1-4A WTA 12-15-21 | 008 | PanCK+",0.204,0,0,0.189,0,0.184,0.104,0,0,0,0,0.004,0.068,0.032,0.022,0.005,0,0.039,0.087,0,0.063,0,0.94,-0.022,1.10420930285358,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","012","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",8320.825514,170,36415.33203125,43689,1301494,1175927,127974,1272454,1272454,89.1171815937554,"A00916:293:HHH3VDRX2",98.99,99.01,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_absent","endothelial_cells","P2","4482bcf9-876e-4d2f-9797-605f08208b0b","cd04c2dc-ed5a-4297-904b-9040bba1020c",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","012","INS-",NA,36415.3,43689,14558.8,17427.5,7095.4,17378.4,7464
"P1-4A WTA 12-15-21 | 009 | PanCK+",0.06,0,0,0,0.001,0.064,0,0.104,0.035,0,0,0.081,0.409,0.012,0.083,0,0,0.029,0,0.123,0,0,0.09,0.118,1.05031115494889,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","013","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",4869.59124,117,22130.625,52287.4296875,500636,450849,77408,486614,486614,82.8306151283467,"A00916:293:HHH3VDRX2",98.86,98.9,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_absent","endothelial_cells","P2","ce38a5ff-4ac5-4028-bfc6-6483c4e1869e","f305e184-8fa6-4635-962d-d2ee604b54ee",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","013","INS-",NA,22130.6,52287.4,8847.8,20857.5,7095.4,17378.4,3895
"P1-4A WTA 12-15-21 | 010 | CD31-Islet",0.002,0.186,0,0,0.118,0.005,0.067,0.076,0,0.126,0,0,0.182,0,0.11,0,0.113,0,0,0.013,0,0,0.03,0.159,1.023307750682,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","014","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",3894.141875,95,12852.5966796875,36393.6953125,736760,664306,78496,718214,718214,88.1837586895196,"A00916:293:HHH3VDRX2",99.05,99.05,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_absent","endothelial_cells","P2","0a88f30d-8fd9-4ca3-9a05-bddf7c932c82","3f8a1912-40e2-436d-8a89-b5bc1b6f7786",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","014","INS-",NA,12852.6,36393.7,5138.5,14517.4,7095.4,17378.4,3466
"P1-4A WTA 12-15-21 | 011 | CD31-Islet",0,0.248,0,0.036,0,0,0,0.101,0,0,0.078,0.007,0.27,0,0.129,0.095,0,0.024,0.01,0,0,0,0.12,0.108,1.05593460080841,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","015","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",5612.821136,159,15412.48046875,30758.7109375,1121763,1010144,114764,1093677,1093677,88.6388475306491,"A00916:293:HHH3VDRX2",98.92,98.95,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_absent","endothelial_cells","P2","c5dcb41a-f46e-452e-a05b-7a511b3d60fc","330bfe68-1120-411e-ad2d-b8ef2839a7e9",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","015","INS-",NA,15412.5,30758.7,6161.9,12269.6,7095.4,17378.4,5193
"P1-4A WTA 12-15-21 | 011 | PanCK-",0.151,0,0.036,0.015,0,0.098,0.057,0.004,0,0,0,0.116,0.136,0,0,0,0.102,0.066,0,0.188,0.03,0,0.37,0.058,1.05570338495212,"P2-19A Ins/Syto83/PanCK/CD3134 WTA 8-25-22","P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22","016","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",10233.127328,183,26887.0703125,29916.3984375,1654453,1489500,137235,1613920,1613920,90.7865055387714,"A00916:293:HHH3VDRX2",98.93,98.96,"DRAGEN_GeoMx_3.8.4-96","HWTA21001","Tail","Pancreas","islet_absent","endothelial_cells","P2","818d21fa-ecc1-4197-8e64-3365f71c4d4b","fc73361b-c6c8-4bd7-95c0-b322f5ba53ff",35356.484375,53704.421875,6898,5916,NA,"sample01","P2-19A","P2-19A","016","INS-",NA,26887.1,29916.4,10749.5,11933.7,7095.4,17378.4,6557
"P1-9A WTA 12-15-21 | 002 | PanCK-",0,0,0.072,0.121,0,0.131,0,0.178,0,0,0,0.192,0.022,0,0.062,0.084,0,0.06,0.006,0.051,0,0.02,0.6,0.031,1.10600074152597,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","008","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",15620.061567,125,30819.404296875,10849.2412109375,1530995,1439841,332628,1494097,1494097,76.8982825186948,"LH00339:67:2232MVLT1",99.63,99.61,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_present","endothelial_cells","P4","17c22f39-d0d9-45b8-ada4-93f340639310","d6b812db-b8a7-40db-bbda-48d4b13fdcaa",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A","P4-3A","008","INS+",85,30819.4,10849.24,12290.78,4320.17,NA,NA,NA
"P1-9A WTA 12-15-21 | 005 | PanCK-",0,0.173,0,0.367,0,0.039,0,0.08,0,0,0,0.016,0.131,0.005,0.043,0,0,0,0,0.135,0,0.013,0.92,-0.019,1.12430618382346,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","009","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",12521.456765,167,18253.84765625,57124.30078125,3280218,3089384,646056,3204362,3204362,79.0878699442996,"LH00339:67:2232MVLT1",99.6,99.61,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_absent","endothelial_cells","P4","22e562eb-9997-45eb-b243-db61f4f6c4e8","a0e8024c-3533-4725-b3ae-1c0db4648b40",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P1-9A WTA 12-15-21 | 008 | PanCK-",0,0.113,0,0.33,0,0,0.013,0,0.054,0,0.042,0.056,0.156,0.089,0,0.073,0,0.039,0,0.034,0,0,0.65,0.024,1.09400251943194,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","010","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",8869.444607,114,13460.7607421875,54863.2890625,1564164,1470914,370804,1526364,1526364,74.7909123171035,"LH00339:67:2232MVLT1",99.62,99.61,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_absent","endothelial_cells","P4","89dcbf0d-1b1a-4e7f-aff4-b168314e2d5a","8515848f-9892-440c-bded-24c70f770b9d",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P1-9A WTA 12-15-21 | 011 | CD31-islet",0.068,0,0,0.038,0.077,0,0,0,0.02,0,0,0.102,0.044,0.063,0.044,0,0.348,0,0.197,0,0,0,0.27,0.07,1.05711211564363,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","011","CD31+CD34+","2204G0420","True","False","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",10157.605431,111,10329.3857421875,34499.11328125,945777,889425,242115,921908,921908,72.7784804789611,"LH00339:67:2232MVLT1",99.61,99.61,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_absent","endothelial_cells","P4","c7b9e6c9-2218-4e1f-b420-bf0d83e098c7","5a4c76e3-c061-459e-b06b-ebbbe4b1c22d",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
